state,group,subgroup,Name,Id,Lat,Lon,Predictions
Oregon,    Columbia River,,"        Cathcart Landing, Youngs River",9438772,46.1243,-123.8043,Harmonic
Oregon,    Columbia River,,        Cape Horn,9440482,46.1517,-123.29,Harmonic
Oregon,    Columbia River,,        Barlow Point,9440483,46.1522,-123.0392,Harmonic
Oregon,    Columbia River,,        Wauna,9439099,46.16,-123.405,Harmonic
Oregon,    Columbia River,,"        Warrenton, Skipanon River, Oreg.",TWC0883,46.1667,-123.9167,Subordinate
Oregon,    Columbia River,,"        Astoria (Youngs Bay), Oreg.",9439026,46.1717,-123.842,Subordinate
Oregon,    Columbia River,,"        Settlers Point, Oreg.",9439054,46.175,-123.678,Subordinate
Oregon,    Columbia River,,"        Astoria (Port Docks), Oreg.",9439023,46.1867,-123.86,Subordinate
Oregon,    Columbia River,,"        Knappa, Knappa Slough",9439069,46.1867,-123.588,Subordinate
Oregon,    Columbia River,,"        Point Adams, Oreg.",TWC0881,46.2,-123.95,Subordinate
Oregon,    Columbia River,,"        Hammond, Oregon",9439011,46.2017,-123.945,Harmonic
Oregon,    Columbia River,,"        ASTORIA (Tongue Point), Oreg.",9439040,46.2073,-123.7683,Harmonic
Oregon,    Columbia River,,"        Hungry Harbor, Wash.",9440563,46.2583,-123.848,Subordinate
Oregon,    Columbia River,,"        Harrington Point, Wash.",TWC0895,46.2667,-123.65,Subordinate
Oregon,    Columbia River,,        Skamokawa,9440569,46.2667,-123.452,Harmonic
Oregon,    Columbia River,,"        Fort Canby, Jetty 'A', Wash.",9440572,46.2683,-124.037,Subordinate
Oregon,    Columbia River,,"        Chinook, Baker Bay, Wash.",9440573,46.2717,-123.948,Subordinate
Oregon,    Columbia River,,        Columbia River entrance (N. Jetty),9440574,46.2733,-124.072,Subordinate
Oregon,    Columbia River,,        Cape Disappointment,9440581,46.281,-124.0463,Harmonic
Oregon,    Columbia River,,"        Ilwaco, Baker Bay, Wash.",9440597,46.3033,-124.04,Subordinate
